TITLE="Euler"
 VARIABLES="x","y","rho","p","u","v"
ZONE I=         100 J=         100 F=POINT
6.262626262626262985e-01 6.565656565656565746e-01 1.086269378662109375e+00 4.225314855575561523e-01 7.731963396072387695e-01 -1.088961511850357056e-01
6.262626262626262985e-01 6.666666666666667407e-01 1.103892922401428223e+00 4.312619268894195557e-01 7.814515829086303711e-01 -8.515548706054687500e-02
6.262626262626262985e-01 6.767676767676767957e-01 1.121551394462585449e+00 4.402792751789093018e-01 7.892633080482482910e-01 -6.184218823909759521e-02
6.262626262626262985e-01 6.868686868686869618e-01 1.139102697372436523e+00 4.495553374290466309e-01 7.966054677963256836e-01 -3.905355185270309448e-02
6.262626262626262985e-01 6.969696969696970168e-01 1.156430721282958984e+00 4.590759277343750000e-01 8.034214973449707031e-01 -1.687708497047424316e-02
6.262626262626262985e-01 7.070707070707071829e-01 1.173452019691467285e+00 4.688347578048706055e-01 8.096379041671752930e-01 4.605993628501892090e-03
6.262626262626262985e-01 7.171717171717172379e-01 1.190128922462463379e+00 4.788242578506469727e-01 8.151812553405761719e-01 2.532391622662544250e-02
6.262626262626262985e-01 7.272727272727272929e-01 1.206493616104125977e+00 4.890320301055908203e-01 8.200021982192993164e-01 4.522907733917236328e-02
6.262626262626262985e-01 7.373737373737374590e-01 1.222681999206542969e+00 4.994499981403350830e-01 8.240913152694702148e-01 6.432543694972991943e-02
6.262626262626262985e-01 7.474747474747475140e-01 1.238968491554260254e+00 5.101056098937988281e-01 8.274744749069213867e-01 8.270106464624404907e-02
6.262626262626262985e-01 7.575757575757576801e-01 1.255755662918090820e+00 5.210914611816406250e-01 8.301841020584106445e-01 1.005297154188156128e-01
6.262626262626262985e-01 7.676767676767677351e-01 1.273494720458984375e+00 5.325632095336914062e-01 8.322230577468872070e-01 1.180227175354957581e-01
6.262626262626262985e-01 7.777777777777777901e-01 1.292560458183288574e+00 5.446929931640625000e-01 8.335518836975097656e-01 1.353492736816406250e-01
6.262626262626262985e-01 7.878787878787879562e-01 1.313150405883789062e+00 5.576072931289672852e-01 8.341076374053955078e-01 1.525827348232269287e-01
6.262626262626262985e-01 7.979797979797980112e-01 1.335278391838073730e+00 5.713582038879394531e-01 8.338488340377807617e-01 1.697121858596801758e-01
6.262626262626262985e-01 8.080808080808081773e-01 1.358852982521057129e+00 5.859425663948059082e-01 8.327791690826416016e-01 1.867025196552276611e-01
6.262626262626262985e-01 8.181818181818182323e-01 1.383763194084167480e+00 6.013388633728027344e-01 8.309496641159057617e-01 2.035409361124038696e-01
6.262626262626262985e-01 8.282828282828283983e-01 1.409942865371704102e+00 6.175408959388732910e-01 8.284403085708618164e-01 2.202601283788681030e-01
6.262626262626262985e-01 8.383838383838384534e-01 1.437392234802246094e+00 6.345737576484680176e-01 8.253437280654907227e-01 2.369341552257537842e-01
6.262626262626262985e-01 8.484848484848485084e-01 1.466171860694885254e+00 6.524930596351623535e-01 8.217502832412719727e-01 2.536613345146179199e-01
6.262626262626262985e-01 8.585858585858586745e-01 1.496385931968688965e+00 6.713793277740478516e-01 8.177415132522583008e-01 2.705490291118621826e-01
6.262626262626262985e-01 8.686868686868687295e-01 1.528156518936157227e+00 6.913233995437622070e-01 8.133882880210876465e-01 2.876957654953002930e-01
6.262626262626262985e-01 8.787878787878788955e-01 1.561593770980834961e+00 7.124094963073730469e-01 8.087499737739562988e-01 3.051746487617492676e-01
6.262626262626262985e-01 8.888888888888889506e-01 1.596747159957885742e+00 7.346873879432678223e-01 8.038801550865173340e-01 3.230138719081878662e-01
6.262626262626262985e-01 8.989898989898991166e-01 1.633555769920349121e+00 7.581377029418945312e-01 7.988325357437133789e-01 3.411764204502105713e-01
6.262626262626262985e-01 9.090909090909091717e-01 1.671780467033386230e+00 7.826279401779174805e-01 7.936677932739257812e-01 3.595389127731323242e-01
6.262626262626262985e-01 9.191919191919192267e-01 1.710943341255187988e+00 8.078691959381103516e-01 7.884652018547058105e-01 3.778757452964782715e-01
6.262626262626262985e-01 9.292929292929293927e-01 1.750288844108581543e+00 8.333836793899536133e-01 7.833273410797119141e-01 3.958566486835479736e-01
6.262626262626262985e-01 9.393939393939394478e-01 1.788799285888671875e+00 8.585090637207031250e-01 7.783814668655395508e-01 4.130665957927703857e-01
6.262626262626262985e-01 9.494949494949496138e-01 1.825300216674804688e+00 8.824591636657714844e-01 7.737668752670288086e-01 4.290536940097808838e-01
6.262626262626262985e-01 9.595959595959596689e-01 1.858631730079650879e+00 9.044414758682250977e-01 7.696131467819213867e-01 4.434023201465606689e-01
6.262626262626262985e-01 9.696969696969697239e-01 1.887873411178588867e+00 9.238100051879882812e-01 7.660115957260131836e-01 4.558115303516387939e-01
6.262626262626262985e-01 9.797979797979798899e-01 1.912509918212890625e+00 9.401890039443969727e-01 7.629988789558410645e-01 4.661499559879302979e-01
6.262626262626262985e-01 9.898989898989899450e-01 1.932497262954711914e+00 9.535243511199951172e-01 7.605544328689575195e-01 4.744674861431121826e-01
6.262626262626262985e-01 1.000000000000000000e+00 1.948192954063415527e+00 9.640381336212158203e-01 7.586196064949035645e-01 4.809606671333312988e-01
6.363636363636364646e-01 0.000000000000000000e+00 2.999758005142211914e+00 1.001017808914184570e+00 -7.495467662811279297e-01 -4.999150037765502930e-01
6.363636363636364646e-01 1.010101010101010187e-02 2.999460458755493164e+00 1.000894069671630859e+00 -7.495918273925781250e-01 -4.998628497123718262e-01
6.363636363636364646e-01 2.020202020202020374e-02 2.999073743820190430e+00 1.000730633735656738e+00 -7.496455907821655273e-01 -4.997915029525756836e-01
6.363636363636364646e-01 3.030303030303030387e-02 2.998568534851074219e+00 1.000514149665832520e+00 -7.497102022171020508e-01 -4.996941685676574707e-01
6.363636363636364646e-01 4.040404040404040747e-02 2.997900009155273438e+00 1.000224828720092773e+00 -7.497897148132324219e-01 -4.995623230934143066e-01
6.363636363636364646e-01 5.050505050505051108e-02 2.997001886367797852e+00 9.998328685760498047e-01 -7.498893737792968750e-01 -4.993817210197448730e-01
6.363636363636364646e-01 6.060606060606060774e-02 2.995770215988159180e+00 9.992903470993041992e-01 -7.500168085098266602e-01 -4.991297125816345215e-01
6.363636363636364646e-01 7.070707070707071829e-02 2.994033575057983398e+00 9.985187053680419922e-01 -7.501844167709350586e-01 -4.987692236900329590e-01
6.363636363636364646e-01 8.080808080808081495e-02 2.991503715515136719e+00 9.973837137222290039e-01 -7.504124641418457031e-01 -4.982364773750305176e-01
6.363636363636364646e-01 9.090909090909091161e-02 2.987679481506347656e+00 9.956495761871337891e-01 -7.507356405258178711e-01 -4.974193572998046875e-01
6.363636363636364646e-01 1.010101010101010222e-01 2.981665611267089844e+00 9.928930997848510742e-01 -7.512164115905761719e-01 -4.961161017417907715e-01
6.363636363636364646e-01 1.111111111111111188e-01 2.971858501434326172e+00 9.883564710617065430e-01 -7.519689798355102539e-01 -4.939695000648498535e-01
6.363636363636364646e-01 1.212121212121212155e-01 2.955499172210693359e+00 9.807500839233398438e-01 -7.531882524490356445e-01 -4.903703331947326660e-01
6.363636363636364646e-01 1.313131313131313260e-01 2.928424358367919922e+00 9.681744575500488281e-01 -7.551456689834594727e-01 -4.843926429748535156e-01
6.363636363636364646e-01 1.414141414141414366e-01 2.885996341705322266e+00 9.486215114593505859e-01 -7.580899000167846680e-01 -4.749504923820495605e-01
6.363636363636364646e-01 1.515151515151515194e-01 2.826044559478759766e+00 9.213563203811645508e-01 -7.620738744735717773e-01 -4.613983035087585449e-01
6.363636363636364646e-01 1.616161616161616299e-01 2.751743793487548828e+00 8.880975246429443359e-01 -7.668797969818115234e-01 -4.442312717437744141e-01
6.363636363636364646e-01 1.717171717171717404e-01 2.670491695404052734e+00 8.523101806640625000e-01 -7.721452713012695312e-01 -4.249878525733947754e-01
6.363636363636364646e-01 1.818181818181818232e-01 2.589690208435058594e+00 8.172520399093627930e-01 -7.775551080703735352e-01 -4.053691029548645020e-01
6.363636363636364646e-01 1.919191919191919338e-01 2.513889551162719727e+00 7.847900390625000000e-01 -7.829319238662719727e-01 -3.865263164043426514e-01
6.363636363636364646e-01 2.020202020202020443e-01 2.444626331329345703e+00 7.554416656494140625e-01 -7.882205247879028320e-01 -3.689301609992980957e-01
6.363636363636364646e-01 2.121212121212121271e-01 2.381511688232421875e+00 7.289113998413085938e-01 -7.934458255767822266e-01 -3.525686860084533691e-01
6.363636363636364646e-01 2.222222222222222376e-01 2.323279857635498047e+00 7.045649886131286621e-01 -7.986747026443481445e-01 -3.371776938438415527e-01
6.363636363636364646e-01 2.323232323232323482e-01 2.268439054489135742e+00 6.817041635513305664e-01 -8.039935827255249023e-01 -3.224010169506072998e-01
6.363636363636364646e-01 2.424242424242424310e-01 2.215577363967895508e+00 6.596864461898803711e-01 -8.094935417175292969e-01 -3.078713417053222656e-01
6.363636363636364646e-01 2.525252525252525415e-01 2.163455486297607422e+00 6.379544138908386230e-01 -8.152621984481811523e-01 -2.932386398315429688e-01
6.363636363636364646e-01 2.626262626262626521e-01 2.111009836196899414e+00 6.160324811935424805e-01 -8.213773965835571289e-01 -2.781740427017211914e-01
6.363636363636364646e-01 2.727272727272727626e-01 2.057319402694702148e+00 5.935138463973999023e-01 -8.279007673263549805e-01 -2.623621523380279541e-01
6.363636363636364646e-01 2.828282828282828731e-01 2.001623153686523438e+00 5.700808167457580566e-01 -8.348565101623535156e-01 -2.455121576786041260e-01
6.363636363636364646e-01 2.929292929292929282e-01 1.943488955497741699e+00 5.456191301345825195e-01 -8.421801328659057617e-01 -2.274339795112609863e-01
6.363636363636364646e-01 3.030303030303030387e-01 1.883157491683959961e+00 5.204608440399169922e-01 -8.496054410934448242e-01 -2.082177698612213135e-01
6.363636363636364646e-01 3.131313131313131493e-01 1.821310281753540039e+00 4.954890310764312744e-01 -8.565856218338012695e-01 -1.883139908313751221e-01
6.363636363636364646e-01 3.232323232323232598e-01 1.756151080131530762e+00 4.714068770408630371e-01 -8.628802299499511719e-01 -1.678728163242340088e-01
6.363636363636364646e-01 3.333333333333333703e-01 1.671686887741088867e+00 4.468311071395874023e-01 -8.750871419906616211e-01 -1.448183804750442505e-01
6.363636363636364646e-01 3.434343434343434809e-01 5.427647829055786133e-01 4.240384101867675781e-01 -3.632864058017730713e-01 -2.456512749195098877e-01
6.363636363636364646e-01 3.535353535353535914e-01 5.402175784111022949e-01 4.199153780937194824e-01 -3.961765468120574951e-01 -2.620938718318939209e-01
6.363636363636364646e-01 3.636363636363636465e-01 5.352846384048461914e-01 4.178917407989501953e-01 -4.086132943630218506e-01 -2.904548943042755127e-01
6.363636363636364646e-01 3.737373737373737570e-01 5.296232104301452637e-01 4.147668182849884033e-01 -4.287079274654388428e-01 -3.189954757690429688e-01
6.363636363636364646e-01 3.838383838383838675e-01 5.219081044197082520e-01 4.094484746456146240e-01 -4.519942104816436768e-01 -3.491582572460174561e-01
6.363636363636364646e-01 3.939393939393939781e-01 5.129603147506713867e-01 4.027315378189086914e-01 -4.753890335559844971e-01 -3.827473521232604980e-01
6.363636363636364646e-01 4.040404040404040886e-01 5.037512779235839844e-01 3.953426480293273926e-01 -4.976282417774200439e-01 -4.227533042430877686e-01
6.363636363636364646e-01 4.141414141414141992e-01 4.943372607231140137e-01 3.872901201248168945e-01 -5.205823183059692383e-01 -4.740937948226928711e-01
6.363636363636364646e-01 4.242424242424242542e-01 4.829714894294738770e-01 3.777608275413513184e-01 -5.465822219848632812e-01 -5.434150099754333496e-01
6.363636363636364646e-01 4.343434343434343647e-01 6.940754055976867676e-01 3.649241328239440918e-01 -1.387496888637542725e-01 -4.085922539234161377e-01
6.363636363636364646e-01 4.444444444444444753e-01 1.010113120079040527e+00 3.614328801631927490e-01 1.960107684135437012e-01 -2.956270575523376465e-01
6.363636363636364646e-01 4.545454545454545858e-01 9.977843165397644043e-01 3.593166768550872803e-01 2.435362935066223145e-01 -3.375356197357177734e-01
6.363636363636364646e-01 4.646464646464646964e-01 9.950603842735290527e-01 3.614407777786254883e-01 3.007821738719940186e-01 -3.644478321075439453e-01
6.363636363636364646e-01 4.747474747474748069e-01 9.944837093353271484e-01 3.659884929656982422e-01 3.607482314109802246e-01 -3.767906725406646729e-01
6.363636363636364646e-01 4.848484848484848619e-01 9.935598373413085938e-01 3.706189393997192383e-01 4.149662852287292480e-01 -3.793511986732482910e-01
6.363636363636364646e-01 4.949494949494949725e-01 9.918006658554077148e-01 3.742414116859436035e-01 4.607386291027069092e-01 -3.761901259422302246e-01
6.363636363636364646e-01 5.050505050505050830e-01 9.895716309547424316e-01 3.767044544219970703e-01 4.987859725952148438e-01 -3.698096573352813721e-01
6.363636363636364646e-01 5.151515151515152491e-01 9.875632524490356445e-01 3.783104121685028076e-01 5.307294130325317383e-01 -3.613579273223876953e-01
6.363636363636364646e-01 5.252525252525253041e-01 9.864729046821594238e-01 3.795062601566314697e-01 5.580214858055114746e-01 -3.511992990970611572e-01
6.363636363636364646e-01 5.353535353535353591e-01 9.868415594100952148e-01 3.807178735733032227e-01 5.817384719848632812e-01 -3.393726348876953125e-01
6.363636363636364646e-01 5.454545454545455252e-01 9.890112280845642090e-01 3.822777271270751953e-01 6.026494503021240234e-01 -3.258417546749114990e-01
6.363636363636364646e-01 5.555555555555555802e-01 9.931375980377197266e-01 3.844080269336700439e-01 6.213167309761047363e-01 -3.106070756912231445e-01
6.363636363636364646e-01 5.656565656565657463e-01 9.992407560348510742e-01 3.872353434562683105e-01 6.381620168685913086e-01 -2.937355935573577881e-01
6.363636363636364646e-01 5.757575757575758013e-01 1.007245421409606934e+00 3.908133804798126221e-01 6.535054445266723633e-01 -2.753632068634033203e-01
6.363636363636364646e-01 5.858585858585858563e-01 1.017015933990478516e+00 3.951468169689178467e-01 6.675919890403747559e-01 -2.556770145893096924e-01
6.363636363636364646e-01 5.959595959595960224e-01 1.028380513191223145e+00 4.002071321010589600e-01 6.806147098541259766e-01 -2.348989844322204590e-01
6.363636363636364646e-01 6.060606060606060774e-01 1.041144847869873047e+00 4.059454798698425293e-01 6.927257776260375977e-01 -2.132650911808013916e-01
6.363636363636364646e-01 6.161616161616162435e-01 1.055101275444030762e+00 4.122987389564514160e-01 7.040532827377319336e-01 -1.910126805305480957e-01
6.363636363636364646e-01 6.262626262626262985e-01 1.070040464401245117e+00 4.191966056823730469e-01 7.147064805030822754e-01 -1.683652549982070923e-01
6.363636363636364646e-01 6.363636363636364646e-01 1.085754394531250000e+00 4.265660345554351807e-01 7.247783541679382324e-01 -1.455244570970535278e-01
6.363636363636364646e-01 6.464646464646465196e-01 1.102045893669128418e+00 4.343349933624267578e-01 7.343499660491943359e-01 -1.226653307676315308e-01
6.363636363636364646e-01 6.565656565656565746e-01 1.118730425834655762e+00 4.424366950988769531e-01 7.434872984886169434e-01 -9.993372857570648193e-02
6.363636363636364646e-01 6.666666666666667407e-01 1.135638713836669922e+00 4.508124589920043945e-01 7.522394657135009766e-01 -7.744772732257843018e-02
6.363636363636364646e-01 6.767676767676767957e-01 1.152616977691650391e+00 4.594144225120544434e-01 7.606360316276550293e-01 -5.530251562595367432e-02
6.363636363636364646e-01 6.868686868686869618e-01 1.169530153274536133e+00 4.682073295116424561e-01 7.686830759048461914e-01 -3.357558697462081909e-02
6.363636363636364646e-01 6.969696969696970168e-01 1.186257362365722656e+00 4.771690368652343750e-01 7.763612270355224609e-01 -1.233342289924621582e-02
6.363636363636364646e-01 7.070707070707071829e-01 1.202699780464172363e+00 4.862900972366333008e-01 7.836258411407470703e-01 8.364509791135787964e-03
6.363636363636364646e-01 7.171717171717172379e-01 1.218780875205993652e+00 4.955686926841735840e-01 7.904111146926879883e-01 2.845869958400726318e-02
6.363636363636364646e-01 7.272727272727272929e-01 1.234463453292846680e+00 5.050065517425537109e-01 7.966431379318237305e-01 4.789458960294723511e-02
6.363636363636364646e-01 7.373737373737374590e-01 1.249768614768981934e+00 5.146037936210632324e-01 8.022555112838745117e-01 6.662832200527191162e-02
6.363636363636364646e-01 7.474747474747475140e-01 1.264814496040344238e+00 5.243680477142333984e-01 8.072057366371154785e-01 8.465420454740524292e-02
6.363636363636364646e-01 7.575757575757576801e-01 1.279844284057617188e+00 5.343338847160339355e-01 8.114800453186035156e-01 1.020304113626480103e-01
6.363636363636364646e-01 7.676767676767677351e-01 1.295238256454467773e+00 5.445936918258666992e-01 8.150789737701416016e-01 1.188975945115089417e-01
6.363636363636364646e-01 7.777777777777777901e-01 1.311460852622985840e+00 5.553045272827148438e-01 8.179954886436462402e-01 1.354532837867736816e-01
6.363636363636364646e-01 7.878787878787879562e-01 1.328950524330139160e+00 5.666558742523193359e-01 8.201923370361328125e-01 1.518867611885070801e-01
6.363636363636364646e-01 7.979797979797980112e-01 1.348011732101440430e+00 5.788152217864990234e-01 8.216128349304199219e-01 1.683171093463897705e-01
6.363636363636364646e-01 8.080808080808081773e-01 1.368767738342285156e+00 5.918860435485839844e-01 8.222093582153320312e-01 1.847791969776153564e-01
6.363636363636364646e-01 8.181818181818182323e-01 1.391206026077270508e+00 6.059080958366394043e-01 8.219698667526245117e-01 2.012588679790496826e-01
6.363636363636364646e-01 8.282828282828283983e-01 1.415258288383483887e+00 6.208881139755249023e-01 8.209273219108581543e-01 2.177444249391555786e-01
6.363636363636364646e-01 8.383838383838384534e-01 1.440868020057678223e+00 6.368318796157836914e-01 8.191487193107604980e-01 2.342532724142074585e-01
6.363636363636364646e-01 8.484848484848485084e-01 1.468026518821716309e+00 6.537659168243408203e-01 8.167182207107543945e-01 2.508396506309509277e-01
6.363636363636364646e-01 8.585858585858586745e-01 1.496772408485412598e+00 6.717385649681091309e-01 8.137243986129760742e-01 2.675791382789611816e-01
6.363636363636364646e-01 8.686868686868687295e-01 1.527174830436706543e+00 6.908152103424072266e-01 8.102502822875976562e-01 2.845532894134521484e-01
6.363636363636364646e-01 8.787878787878788955e-01 1.559303045272827148e+00 7.110584974288940430e-01 8.063715696334838867e-01 3.018274903297424316e-01
6.363636363636364646e-01 8.888888888888889506e-01 1.593186020851135254e+00 7.325067520141601562e-01 8.021575212478637695e-01 3.194328844547271729e-01
6.363636363636364646e-01 8.989898989898991166e-01 1.628762006759643555e+00 7.551418542861938477e-01 7.976754903793334961e-01 3.373448252677917480e-01
6.363636363636364646e-01 9.090909090909091717e-01 1.665818333625793457e+00 7.788493633270263672e-01 7.929953932762145996e-01 3.554632365703582764e-01
6.363636363636364646e-01 9.191919191919192267e-01 1.703935742378234863e+00 8.033781051635742188e-01 7.882018089294433594e-01 3.735947608947753906e-01
6.363636363636364646e-01 9.292929292929293927e-01 1.742442369461059570e+00 8.283076286315917969e-01 7.833963036537170410e-01 3.914480209350585938e-01
6.363636363636364646e-01 9.393939393939394478e-01 1.780418038368225098e+00 8.530424833297729492e-01 7.787029147148132324e-01 4.086463749408721924e-01
6.363636363636364646e-01 9.494949494949496138e-01 1.816767334938049316e+00 8.768541812896728516e-01 7.742584347724914551e-01 4.247653484344482422e-01
6.363636363636364646e-01 9.595959595959596689e-01 1.850363016128540039e+00 8.989769220352172852e-01 7.701940536499023438e-01 4.393940865993499756e-01
6.363636363636364646e-01 9.696969696969697239e-01 1.880244255065917969e+00 9.187424182891845703e-01 7.666137814521789551e-01 4.522100985050201416e-01
6.363636363636364646e-01 9.797979797979798899e-01 1.905794262886047363e+00 9.357080459594726562e-01 7.635715007781982422e-01 4.630364477634429932e-01
6.363636363636364646e-01 9.898989898989899450e-01 1.926830410957336426e+00 9.497253894805908203e-01 7.610678076744079590e-01 4.718684852123260498e-01
6.363636363636364646e-01 1.000000000000000000e+00 1.943577527999877930e+00 9.609261751174926758e-01 7.590606212615966797e-01 4.788527786731719971e-01
6.464646464646465196e-01 0.000000000000000000e+00 2.999977588653564453e+00 1.001111984252929688e+00 -7.495087385177612305e-01 -4.999519586563110352e-01
6.464646464646465196e-01 1.010101010101010187e-02 2.999715089797973633e+00 1.001003980636596680e+00 -7.495501041412353516e-01 -4.999075531959533691e-01
6.464646464646465196e-01 2.020202020202020374e-02 2.999371051788330078e+00 1.000860095024108887e+00 -7.495993375778198242e-01 -4.998455047607421875e-01
6.464646464646465196e-01 3.030303030303030387e-02 2.998921871185302734e+00 1.000668883323669434e+00 -7.496582269668579102e-01 -4.997604489326477051e-01
6.464646464646465196e-01 4.040404040404040747e-02 2.998327255249023438e+00 1.000413417816162109e+00 -7.497305870056152344e-01 -4.996442794799804688e-01
6.464646464646465196e-01 5.050505050505051108e-02 2.997531175613403320e+00 1.000067830085754395e+00 -7.498204708099365234e-01 -4.994851946830749512e-01
6.464646464646465196e-01 6.060606060606060774e-02 2.996444702148437500e+00 9.995915889739990234e-01 -7.499350309371948242e-01 -4.992641806602478027e-01
6.464646464646465196e-01 7.070707070707071829e-02 2.994921922683715820e+00 9.989186525344848633e-01 -7.500842809677124023e-01 -4.989498257637023926e-01
6.464646464646465196e-01 8.080808080808081495e-02 2.992722034454345703e+00 9.979369640350341797e-01 -7.502857446670532227e-01 -4.984891414642333984e-01
6.464646464646465196e-01 9.090909090909091161e-02 2.989427089691162109e+00 9.964505434036254883e-01 -7.505675554275512695e-01 -4.977881908416748047e-01
6.464646464646465196e-01 1.010101010101010222e-01 2.984292268753051758e+00 9.941073656082153320e-01 -7.509808540344238281e-01 -4.966794848442077637e-01
6.464646464646465196e-01 1.111111111111111188e-01 2.975971221923828125e+00 9.902707338333129883e-01 -7.516198158264160156e-01 -4.948608875274658203e-01
6.464646464646465196e-01 1.212121212121212155e-01 2.962091445922851562e+00 9.838250875473022461e-01 -7.526537179946899414e-01 -4.918068051338195801e-01
6.464646464646465196e-01 1.313131313131313260e-01 2.938850879669189453e+00 9.730184078216552734e-01 -7.543386220932006836e-01 -4.866763949394226074e-01
6.464646464646465196e-01 1.414141414141414366e-01 2.901458740234375000e+00 9.557294845581054688e-01 -7.569526433944702148e-01 -4.783746600151062012e-01
6.464646464646465196e-01 1.515151515151515194e-01 2.846567392349243164e+00 9.306476116180419922e-01 -7.606261968612670898e-01 -4.660272598266601562e-01
6.464646464646465196e-01 1.616161616161616299e-01 2.775708436965942383e+00 8.987659215927124023e-01 -7.652151584625244141e-01 -4.497629404067993164e-01
6.464646464646465196e-01 1.717171717171717404e-01 2.695564508438110352e+00 8.632901906967163086e-01 -7.703714370727539062e-01 -4.309175014495849609e-01
6.464646464646465196e-01 1.818181818181818232e-01 2.614067792892456055e+00 8.277705907821655273e-01 -7.757480144500732422e-01 -4.112695455551147461e-01
6.464646464646465196e-01 1.919191919191919338e-01 2.536733388900756836e+00 7.945241928100585938e-01 -7.811243534088134766e-01 -3.921743035316467285e-01
6.464646464646465196e-01 2.020202020202020443e-01 2.465841054916381836e+00 7.643911838531494141e-01 -7.864149808883666992e-01 -3.742775619029998779e-01
6.464646464646465196e-01 2.121212121212121271e-01 2.401381254196166992e+00 7.372306585311889648e-01 -7.916276454925537109e-01 -3.576677739620208740e-01
6.464646464646465196e-01 2.222222222222222376e-01 2.342215299606323242e+00 7.124503850936889648e-01 -7.968211174011230469e-01 -3.421220183372497559e-01
6.464646464646465196e-01 2.323232323232323482e-01 2.286844491958618164e+00 6.893406510353088379e-01 -8.020782470703125000e-01 -3.272915482521057129e-01
6.464646464646465196e-01 2.424242424242424310e-01 2.233796119689941406e+00 6.672255396842956543e-01 -8.074891567230224609e-01 -3.128002285957336426e-01
6.464646464646465196e-01 2.525252525252525415e-01 2.181758403778076172e+00 6.455113887786865234e-01 -8.131417036056518555e-01 -2.982846200466156006e-01
6.464646464646465196e-01 2.626262626262626521e-01 2.129592180252075195e+00 6.236855387687683105e-01 -8.191142082214355469e-01 -2.833998203277587891e-01
6.464646464646465196e-01 2.727272727272727626e-01 2.076306581497192383e+00 6.013045310974121094e-01 -8.254681825637817383e-01 -2.678133845329284668e-01
6.464646464646465196e-01 2.828282828282828731e-01 2.021073341369628906e+00 5.780158042907714844e-01 -8.322304487228393555e-01 -2.512153983116149902e-01
6.464646464646465196e-01 2.929292929292929282e-01 1.963420391082763672e+00 5.536820292472839355e-01 -8.393431901931762695e-01 -2.334007322788238525e-01
6.464646464646465196e-01 3.030303030303030387e-01 1.903642654418945312e+00 5.286653041839599609e-01 -8.465533256530761719e-01 -2.144733965396881104e-01
6.464646464646465196e-01 3.131313131313131493e-01 1.842591166496276855e+00 5.039765238761901855e-01 -8.533444404602050781e-01 -1.949568986892700195e-01
6.464646464646465196e-01 3.232323232323232598e-01 1.778013348579406738e+00 4.803727269172668457e-01 -8.597018718719482422e-01 -1.750120371580123901e-01
6.464646464646465196e-01 3.333333333333333703e-01 1.688729763031005859e+00 4.560235142707824707e-01 -8.738677501678466797e-01 -1.526637524366378784e-01
6.464646464646465196e-01 3.434343434343434809e-01 5.572617053985595703e-01 4.372049570083618164e-01 -3.451071679592132568e-01 -2.605067193508148193e-01
6.464646464646465196e-01 3.535353535353535914e-01 5.530047416687011719e-01 4.341252148151397705e-01 -3.578903973102569580e-01 -2.846659421920776367e-01
6.464646464646465196e-01 3.636363636363636465e-01 5.492074489593505859e-01 4.329021573066711426e-01 -3.702963292598724365e-01 -3.129940032958984375e-01
6.464646464646465196e-01 3.737373737373737570e-01 5.442039966583251953e-01 4.301237463951110840e-01 -3.885473906993865967e-01 -3.422198891639709473e-01
6.464646464646465196e-01 3.838383838383838675e-01 5.373147726058959961e-01 4.253714084625244141e-01 -4.086033999919891357e-01 -3.733284771442413330e-01
6.464646464646465196e-01 3.939393939393939781e-01 5.295891165733337402e-01 4.195827245712280273e-01 -4.272041022777557373e-01 -4.083527028560638428e-01
6.464646464646465196e-01 4.040404040404040886e-01 5.218323469161987305e-01 4.133038222789764404e-01 -4.429644048213958740e-01 -4.500136375427246094e-01
6.464646464646465196e-01 4.141414141414141992e-01 5.138619542121887207e-01 4.062454104423522949e-01 -4.579322636127471924e-01 -5.017075538635253906e-01
6.464646464646465196e-01 4.242424242424242542e-01 5.041741728782653809e-01 3.975775241851806641e-01 -4.773071706295013428e-01 -5.709572434425354004e-01
6.464646464646465196e-01 4.343434343434343647e-01 5.037747025489807129e-01 3.848412632942199707e-01 -4.379549324512481689e-01 -6.158472895622253418e-01
6.464646464646465196e-01 4.444444444444444753e-01 1.033465743064880371e+00 3.763042092323303223e-01 2.130082845687866211e-01 -2.848360836505889893e-01
6.464646464646465196e-01 4.545454545454545858e-01 1.019440293312072754e+00 3.725544810295104980e-01 2.636620104312896729e-01 -3.185212314128875732e-01
6.464646464646465196e-01 4.646464646464646964e-01 1.015851497650146484e+00 3.726432323455810547e-01 3.132150769233703613e-01 -3.450860977172851562e-01
6.464646464646465196e-01 4.747474747474748069e-01 1.016084551811218262e+00 3.760965466499328613e-01 3.654440343379974365e-01 -3.566690385341644287e-01
6.464646464646465196e-01 4.848484848484848619e-01 1.016618490219116211e+00 3.806170821189880371e-01 4.131473898887634277e-01 -3.584187328815460205e-01
6.464646464646465196e-01 4.949494949494949725e-01 1.016674757003784180e+00 3.848205804824829102e-01 4.536220729351043701e-01 -3.544607460498809814e-01
6.464646464646465196e-01 5.050505050505050830e-01 1.016350030899047852e+00 3.882615268230438232e-01 4.873004853725433350e-01 -3.473830521106719971e-01
6.464646464646465196e-01 5.151515151515152491e-01 1.016085863113403320e+00 3.910082876682281494e-01 5.156073570251464844e-01 -3.384521901607513428e-01
6.464646464646465196e-01 5.252525252525253041e-01 1.016419529914855957e+00 3.933417797088623047e-01 5.399020910263061523e-01 -3.281184136867523193e-01
6.464646464646465196e-01 5.353535353535353591e-01 1.017833232879638672e+00 3.955856263637542725e-01 5.612046718597412109e-01 -3.164488673210144043e-01
6.464646464646465196e-01 5.454545454545455252e-01 1.020681977272033691e+00 3.980243206024169922e-01 5.802263617515563965e-01 -3.033880293369293213e-01
